,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
210,田学仁,男,汉族,10/1/1947,辽宁省,丹东市,宽甸满族自治县,硕士,10/1/1971,立案查处,是,贪污腐败,,否,7/6/2012,中纪委,是,受贿罪,人民币1919.3575万元,7/6/2012,北京市,,无期徒刑,否,,
211,矫正中,男,汉族,7/1/1950,吉林省,吉林市,,硕士,,退休,,,,,,,,,,,,,,,,
212,徐建一,男,汉族,12/1/1953,江苏省,南京市,,硕士,6/1/1986,立案查处,,违纪,,,3/15/2015,中纪委,,,,,,,,,,
213,周化辰,男,汉族,6/1/1952,河北省,唐山市,迁安县,,,在职,,,,,,,,,,,,,,,,
214,张晓霈,男,汉族,11/1/1957,河南省,洛阳市,,本科,7/1/1984,在职,,,,,,,,,,,,,,,,
215,刚占标,男,汉族,3/1/1955,辽宁省,辽阳市,,硕士,6/1/1976,在职,,,,,,,,,,,,,,,,
216,赵静波,男,汉族,10/1/1964,辽宁省,丹东市,凤城市,博士,12/1/1994,在职,,,,,,,,,,,,,,,,
217,栗振国,男,汉族,11/1/1944,吉林省,四平市,公主岭县,专科,,退休,,,,,,,,,,,,,,,,
218,骆德春,男,汉族,2/1/1954,吉林省,四平市,梨树县,硕士,12/1/1973,在职,,,,,,,,,,,,,,,,
219,赵胜堂,男,汉族,5/1/1949,山东省,威海市,荣成县,硕士,11/1/1980,退休,,,,,,,,,,,,,,,,
220,李福升,男,汉族,3/1/1951,吉林省,白城市,镇赉县,本科,3/1/1974,退休,,,,,,,,,,,,,,,,
221,石国祥,男,回族,3/1/1961,吉林省,长春市,,硕士,2/1/1985,在职,,,,,,,,,,,,,,,,
222,王克成,男,汉族,2/1/1957,吉林省,长春市,,硕士,12/1/1976,在职,,,,,,,,,,,,,,,,
223,张元富,男,汉族,12/1/1951,吉林省,长春市,,,,退休,,,,,,,,,,,,,,,,
224,荀凤栖,男,汉族,2/1/1953,河北省,邢台市,广宗县,硕士,11/1/1972,在职,,,,,,,,,,,,,,,,
225,马俊清,男,汉族,10/1/1956,吉林省,四平市,公主岭县,博士,3/1/1976,在职,,,,,,,,,,,,,,,,
226,刘永新,男,汉族,6/1/1945,吉林省,通化市,柳河县,,8/1/1966,退休,,,,,,,,,,,,,,,,
227,金育辉,男,汉族,1/1/1966,吉林省,长春市,榆树县,博士,9/1/1986,在职,,,,,,,,,,,,,,,,
228,姜有为,男,汉族,9/1/1967,吉林省,长春市,农安县,硕士,6/1/1994,在职,,,,,,,,,,,,,,,,
229,马明,男,汉族,10/1/1957,辽宁省,沈阳市,辽中县,硕士,6/1/1984,在职,,,,,,,,,,,,,,,,
230,赵振起,男,汉族,11/1/1953,吉林省,四平市,梨树县,硕士,6/1/1973,在职,,,,,,,,,,,,,,,,
231,赵炳辉,男,汉族,6/1/1947,,,,硕士,,退休,,,,,,,,,,,,,,,,
232,田玉林,男,汉族,2/1/1962,辽宁省,铁岭市,昌图县,硕士,6/1/1991,立案查处,是,贪污腐败,,否,4/11/2014,吉林省纪委,,受贿罪,人民币四千余万元,5/29/2015,吉林省,松原市,死刑,否,,
233,刘保威,男,汉族,11/1/1962,辽宁省,铁岭市,昌图县,硕士,4/1/1984,在职,,,,,,,,,,,,,,,,
234,牛海军,男,汉族,2/1/1948,吉林省,吉林市,磐石县,本科,9/1/1973,退休,,,,,,,,,,,,,,,,
235,张安顺,男,汉族,4/1/1965,山东省,济南市,平阴县,硕士,3/1/1986,在职,,,,,,,,,,,,,,,,
236,隋忠诚,男,汉族,6/1/1967,吉林省,长春市,,博士,6/1/1988,在职,,,,,,,,,,,,,,,,
237,刘喜杰,男,汉族,10/1/1962,吉林省,松原市,前郭县,硕士,11/1/1984,在职,,,,,,,,,,,,,,,,
238,彭永林,男,汉族,1/1/1961,山东省,烟台市,掖县,硕士,6/1/1984,在职,,,,,,,,,,,,,,,,
239,李伟(云南省),男,汉族,1/1/1958,云南省,昆明市,石林彝族自治县,本科,,在职,,,,,,,,,,,,,,,,
240,阎宝泰,男,汉族,10/1/1954,吉林省,四平市,,硕士,9/1/1977,在职,,,,,,,,,,,,,,,,
241,李树国,男,汉族,4/1/1954,吉林省,长春市,榆树县,本科,12/1/1974,在职,,,,,,,,,,,,,,,,
242,聂春玉,男,汉族,7/1/1955,山西省,临汾市,侯马县,硕士,8/1/1973,立案查处,,贪污腐败,,否,8/28/2014,中纪委,,,,,,,,,,
243,王纯,男,汉族,8/1/1944,吉林省,吉林市,永吉县,专科,,立案查处,是,贪污腐败,,否,12/16/2002,吉林省纪委,是,受贿罪、巨额财产来源不明罪,受贿人民币170．69万余元，巨额财产来源不明205.58万余元,11/26/2003,吉林省,吉林市,18年有期徒刑,否,,
244,聂文权,男,汉族,3/1/1949,吉林省,长春市,榆树县,本科,6/1/1971,在职,,,,,,,,,,,,,,,,
245,杨绍明,男,汉族,2/1/1949,吉林省,长春市,九台县,本科,,退休,,,,,,,,,,,,,,,,
246,王常松,男,汉族,7/1/1962,安徽省,巢湖市,无为县,硕士,9/1/1985,在职,,,,,,,,,,,,,,,,
247,李相国,男,汉族,11/1/1962,吉林省,长春市,九台县,硕士,,在职,,,,,,,,,,,,,,,,
248,孙鸿志,男,汉族,9/1/1965,吉林省,吉林市,蛟河县,博士后,7/1/1986,立案查处,,贪污腐败,,否,12/26/2014,中纪委,,,,,,,,,,
249,蓝军,男,汉族,10/1/1953,吉林省,四平市,梨树县,硕士,12/1/1973,立案查处,,贪污腐败,,否,12/8/2014,吉林省纪委,,,,,,,,,,
250,刘润璞,男,汉族,5/1/1951,吉林省,长春市,,硕士,1/1/1970,退休,,,,,,,,,,,,,,,,
251,岳清友,男,汉族,6/1/1949,山东省,潍坊市,高密县,本科,,退休,,,,,,,,,,,,,,,,
252,李晋修,男,汉族,7/1/1962,吉林省,长春市,德惠市,硕士,,在职,,,,,,,,,,,,,,,,
253,房俐,女,汉族,10/1/1955,吉林省,辽源市,,硕士,5/1/1975,在职,,,,,,,,,,,,,,,,
254,杨亚杰,男,汉族,1/1/1956,吉林省,四平市,梨树县,硕士,6/1/1985,在职,,,,,,,,,,,,,,,,
255,安桂武,男,汉族,2/1/1967,辽宁省,锦州市,凌海县,硕士,5/1/1985,在职,,,,,,,,,,,,,,,,
256,金振吉,男,朝鲜族,2/1/1959,吉林省,延边朝鲜族自治州,延吉县,博士,11/1/1979,在职,,,,,,,,,,,,,,,,
257,邓凯,男,汉族,12/1/1959,辽宁省,营口市,盖县,硕士,4/1/1986,在职,,,,,,,,,,,,,,,,
258,李龙熙,男,朝鲜族,7/1/1963,吉林省,延边朝鲜族自治州,,博士,1/1/1985,在职,,,,,,,,,,,,,,,,
259,南相福,男,朝鲜族,2/1/1945,吉林省,延边朝鲜族自治州,敦化县,硕士,4/1/1966,退休,,,,,,,,,,,,,,,,
260,竺延风,男,汉族,3/1/1961,浙江省,宁波市,奉化县,硕士,5/1/1982,在职,,,,,,,,,,,,,,,,
261,巴音朝鲁,男,蒙古族,11/1/1955,内蒙古自治区,鄂尔多斯市,鄂托克前旗,硕士,9/1/1976,在职,,,,,,,,,,,,,,,,
262,黄燕明,男,汉族,1/1/1955,北京市,,,硕士,,在职,,,,,,,,,,,,,,,,
263,齐玉,男,汉族,1/1/1961,陕西省,延安市,吴起县,硕士,12/1/1982,在职,,,,,,,,,,,,,,,,
264,陈伦,男,汉族,12/1/1953,福建省,福州市,,硕士,8/1/1982,在职,,,,,,,,,,,,,,,,
265,陈伟根,男,汉族,3/1/1955,浙江省,绍兴市,,硕士,12/1/1988,在职,,,,,,,,,,,,,,,,
266,王松鹤,男,汉族,5/1/1952,福建省,福州市,闽侯县,本科,4/1/1981,退休,,,,,,,,,,,,,,,,
267,庄严,男,汉族,8/1/1967,吉林省,长春市,农安县,硕士,5/1/1985,在职,,,,,,,,,,,,,,,,
268,王云坤,男,汉族,12/1/1942,江苏省,常州市,溧阳县,本科,4/1/1966,退休,,,,,,,,,,,,,,,,
269,唐宪强,男,汉族,10/1/1947,山东省,济宁市,泗水县,专科,1/1/1970,退休,,,,,,,,,,,,,,,,
270,王国发,男,汉族,11/1/1945,吉林省,长春市,榆树县,本科,6/1/1971,退休,,,,,,,,,,,,,,,,
271,王珉,男,汉族,3/1/1950,安徽省,淮南市,,博士,7/1/1985,在职,,,,,,,,,,,,,,,,
272,全哲洙,男,朝鲜族,3/1/1952,吉林省,延边朝鲜族自治州,龙井县,硕士,12/1/1969,在职,,,,,,,,,,,,,,,,
273,李斌,女,汉族,10/1/1954,辽宁省,抚顺市,,博士,6/1/1981,在职,,,,,,,,,,,,,,,,
274,李申学,男,汉族,8/1/1950,河北省,唐山市,乐亭县,硕士,9/1/1971,退休,,,,,,,,,,,,,,,,
275,吴广才,男,汉族,8/1/1939,吉林省,吉林市,永吉县,专科,9/1/1956,退休,,,,,,,,,,,,,,,,
276,林炎志,男,汉族,4/1/1948,黑龙江省,绥化市,望奎县,博士,6/1/1975,退休,,,,,,,,,,,,,,,,
277,韩长赋,男,汉族,10/1/1954,黑龙江省,哈尔滨市,宾县,硕士,1/1/1974,在职,,,,,,,,,,,,,,,,
278,洪虎,男,汉族,6/1/1940,安徽省,六安市,金寨县,本科,6/1/1965,退休,,,,,,,,,,,,,,,,
279,孙政才,男,汉族,9/1/1963,山东省,威海市,荣成县,博士,7/1/1988,在职,,,,,,,,,,,,,,,,
280,焦彦龙,男,汉族,9/1/1960,河北省,石家庄市,平山县,硕士,12/1/1986,在职,,,,,,,,,,,,,,,,
281,孙建群,男,汉族,10/1/1945,河北省,秦皇岛市,抚宁县,本科,12/1/1973,退休,,,,,,,,,,,,,,,,
282,吴显国,男,汉族,8/1/1956,河北省,廊坊市,三河县,硕士,3/1/1980,降/辞/撤职,否,责任事故,,是,9/22/2008,,,,,,,,,,,
283,王增力,男,汉族,11/1/1954,河北省,唐山市,滦县,硕士,8/1/1975,在职,,,,,,,,,,,,,,,,
284,赵世洪,男,满族,5/1/1962,吉林省,长春市,,博士,1/1/1984,在职,,,,,,,,,,,,,,,,
285,聂瑞平,男,汉族,11/1/1959,河北省,沧州市,献县,硕士,7/1/1983,在职,,,,,,,,,,,,,,,,
286,王珽玖,男,满族,1/1/1947,,,,,,退休,,,,,,,,,,,,,,,,
287,王昆山,男,汉族,8/1/1952,河北省,沧州市,沧县,本科,10/1/1972,立案查处,,贪污腐败,,否,9/20/2006,河北省纪委,否,,,,,,,,,
288,宋长瑞,男,汉族,5/1/1951,河北省,张家口市,涿鹿县,硕士,6/1/1976,退休,,,,,,,,,,,,,,,,
289,宋太平,男,汉族,12/1/1955,河北省,邢台市,柏乡县,硕士,7/1/1979,在职,,,,,,,,,,,,,,,,
290,许宁,男,汉族,12/1/1956,河北省,保定市,易县,硕士,5/1/1975,在职,,,,,,,,,,,,,,,,
291,付志方,男,汉族,10/1/1956,河南省,南阳市,,硕士,6/1/1982,在职,,,,,,,,,,,,,,,,
292,李谦,男,汉族,3/1/1960,河北省,石家庄市,晋州县,硕士,5/1/1983,在职,,,,,,,,,,,,,,,,
293,于群,男,汉族,11/1/1962,辽宁省,丹东市,,硕士,4/1/1984,在职,,,,,,,,,,,,,,,,
294,吴振华,男,汉族,7/1/1946,河北省,唐山市,玉田县,本科,5/1/1972,退休,,,,,,,,,,,,,,,,
295,车俊,男,汉族,7/1/1955,安徽省,合肥市,巢湖县,硕士,12/1/1973,在职,,,,,,,,,,,,,,,,
296,艾文礼,男,汉族,3/1/1955,河北省,唐山市,唐海县,硕士,11/1/1978,在职,,,,,,,,,,,,,,,,
297,臧胜业,男,汉族,2/1/1951,山东省,青岛市,胶州县,硕士,7/1/1973,退休,,,,,,,,,,,,,,,,
298,杨德庆,男,汉族,7/1/1945,江苏省,无锡市,,本科,,退休,,,,,,,,,,,,,,,,
299,刘永瑞,男,汉族,2/1/1953,河北省,张家口市,宣化县,硕士,11/1/1972,在职,,,,,,,,,,,,,,,,
300,王晓东(山东省),男,汉族,5/1/1959,山东省,滨州市,无棣县,本科,12/1/1981,在职,,,,,,,,,,,,,,,,
301,张宝义,男,汉族,1/1/1945,河北省,保定市,曲阳县,本科,9/1/1978,退休,,,,,,,,,,,,,,,,
302,高金浩,男,汉族,12/1/1956,河北省,沧州市,东光县,硕士,11/1/1978,在职,,,,,,,,,,,,,,,,
303,郑雪碧,男,汉族,2/1/1958,河北省,石家庄市,藁城县,硕士,4/1/1978,在职,,,,,,,,,,,,,,,,
304,杨汭,男,汉族,1/1/1959,河北省,廊坊市,霸州县,博士,10/1/1983,在职,,,,,,,,,,,,,,,,
305,赵文鹤,男,汉族,6/1/1949,河北省,邢台市,平乡县,本科,12/1/1973,退休,,,,,,,,,,,,,,,,
306,张古江,男,汉族,4/1/1963,天津市,武清区,,硕士,12/1/1984,在职,,,,,,,,,,,,,,,,
307,赵风楼,男,汉族,4/1/1958,河北省,邯郸市,武安县,硕士,6/1/1984,在职,,,,,,,,,,,,,,,,
308,白润璋,男,汉族,11/1/1944,河北省,石家庄市,,本科,1/1/1975,退休,,,,,,,,,,,,,,,,
309,张和,男,汉族,12/1/1950,河北省,唐山市,迁西县,本科,1/1/1978,退休,,,,,,,,,,,,,,,,
310,赵勇,男,汉族,1/1/1963,湖南省,益阳市,,博士,6/1/1982,在职,,,,,,,,,,,,,,,,
311,王雪峰,男,汉族,12/1/1954,河北省,邯郸市,永年县,本科,3/1/1973,在职,,,,,,,,,,,,,,,,
312,陈国鹰,男,汉族,5/1/1957,湖南省,衡阳市,祁东县,博士,4/1/1988,在职,,,,,,,,,,,,,,,,
313,张耀华,男,汉族,10/1/1948,河北省,唐山市,遵化县,专科,12/1/1972,退休,,,,,,,,,,,,,,,,
314,王建忠,男,汉族,8/1/1944,河北省,沧州市,沧县,本科,11/1/1974,退休,,,,,,,,,,,,,,,,
315,朱浩文,男,汉族,2/1/1967,四川省,内江市,威远县,硕士,12/1/1986,在职,,,,,,,,,,,,,,,,
316,菅瑞亭,男,汉族,10/1/1952,河南省,安阳市,内黄县,专科,3/1/1976,退休,,,,,,,,,,,,,,,,
317,董强,男,汉族,7/1/1946,河北省,沧州市,泊头县,专科,5/1/1975,退休,,,,,,,,,,,,,,,,
318,张力,男,汉族,9/1/1955,河北省,邢台市,隆尧县,硕士,6/1/1976,在职,,,,,,,,,,,,,,,,
319,聂辰席,男,汉族,7/1/1957,河北省,石家庄市,灵寿县,博士后,2/1/1993,在职,,,,,,,,,,,,,,,,
320,崔江水,男,汉族,10/1/1953,河北省,石家庄市,晋州县,本科,3/1/1979,在职,,,,,,,,,,,,,,,,
321,郭大建,男,汉族,11/1/1954,江苏省,盐城市,,硕士,10/1/1984,在职,,,,,,,,,,,,,,,,
322,赵国岭,男,汉族,2/1/1955,河北省,沧州市,黄骅县,博士,11/1/1976,在职,,,,,,,,,,,,,,,,
323,宋恩华,男,汉族,1/1/1953,黑龙江省,哈尔滨市,双城县,硕士,3/1/1974,在职,,,,,,,,,,,,,,,,
324,张庆黎,男,汉族,1/1/1951,山东省,泰安市,东平县,硕士,2/1/1973,在职,,,,,,,,,,,,,,,,
325,张群生,男,汉族,2/1/1946,陕西省,西安市,蓝田县,本科,12/1/1979,退休,,,,,,,,,,,,,,,,
326,王其江,男,汉族,10/1/1954,河北省,沧州市,黄骅县,硕士,1/1/1975,在职,,,,,,,,,,,,,,,,
327,陈来立,男,汉族,1/1/1943,河北省,保定市,博野县,本科,,退休,,,,,,,,,,,,,,,,
328,刘金国,男,汉族,4/1/1955,河北省,秦皇岛市,昌黎县,本科,9/1/1975,在职,,,,,,,,,,,,,,,,
329,陈秀芳,女,汉族,9/1/1945,河北省,唐山市,玉田县,硕士,9/1/1974,退休,,,,,,,,,,,,,,,,
330,王学军,男,汉族,12/1/1952,河北省,沧州市,南皮县,硕士,7/1/1975,在职,,,,,,,,,,,,,,,,
331,栗战书,男,汉族,8/1/1950,河北省,石家庄市,平山县,硕士,4/1/1975,在职,,,,,,,,,,,,,,,,
332,冯文海,男,汉族,9/1/1944,河北省,邯郸市,广平县,本科,5/1/1970,退休,,,,,,,,,,,,,,,,
333,张毅,男,汉族,8/1/1950,黑龙江省,黑河市,北安县,硕士,2/1/1972,在职,,,,,,,,,,,,,,,,
334,刘德旺,男,汉族,9/1/1946,江西省,上饶市,鄱阳县,本科,4/1/1969,退休,,,,,,,,,,,,,,,,
335,赵世居,男,汉族,3/1/1944,山西省,太原市,,本科,11/1/1976,退休,,,,,,,,,,,,,,,,
336,陈全国,男,汉族,11/1/1955,河南省,驻马店市,平舆县,硕士,2/1/1976,在职,,,,,,,,,,,,,,,,
337,胡春华,男,汉族,4/1/1963,湖北省,宜昌市,五峰县,本科,4/1/1983,在职,,,,,,,,,,,,,,,,
338,郭庚茂,男,汉族,12/1/1950,河北省,衡水市,冀县,硕士,3/1/1972,在职,,,,,,,,,,,,,,,,
339,季允石,男,汉族,9/1/1945,江苏省,南通市,海门县,本科,8/1/1975,在职,,,,,,,,,,,,,,,,
340,钮茂生,男,满族,10/1/1939,北京市,,,本科,6/1/1961,退休,,,,,,,,,,,,,,,,
341,张云川,男,汉族,10/1/1946,浙江省,金华市,东阳县,本科,6/1/1973,在职,,,,,,,,,,,,,,,,
342,白克明,男,汉族,10/1/1943,陕西省,榆林市,靖边县,本科,6/1/1975,退休,,,,,,,,,,,,,,,,
343,王旭东,男,汉族,1/1/1946,江苏省,盐城市,,专科,2/1/1972,在职,,,,,,,,,,,,,,,,
344,田向利,女,汉族,3/1/1963,河北省,邢台市,,博士,1/1/1984,在职,,,,,,,,,,,,,,,,
345,张越,男,汉族,6/1/1961,山东省,东营市,广饶县,硕士,11/1/1984,在职,,,,,,,,,,,,,,,,
346,范照兵,男,汉族,4/1/1958,湖北省,荆州市,天门县,本科,4/1/1981,在职,,,,,,,,,,,,,,,,
347,周本顺,男,汉族,2/1/1953,湖南省,怀化市,溆浦县,硕士,9/1/1971,在职,,,,,,,,,,,,,,,,
348,杨崇勇,男,满族,11/1/1955,云南省,昆明市,,本科,8/1/1980,在职,,,,,,,,,,,,,,,,
349,张庆伟,男,汉族,11/1/1961,河北省,唐山市,乐亭县,硕士,12/1/1992,在职,,,,,,,,,,,,,,,,
350,姜德果,男,汉族,1/1/1957,河北省,衡水市,阜城县,硕士,12/1/1984,在职,,,,,,,,,,,,,,,,
351,董经纬,男,汉族,1/1/1951,河北省,石家庄市,,硕士,11/1/1974,在职,,,,,,,,,,,,,,,,
352,柳宝全,男,汉族,2/1/1947,河北省,唐山市,,本科,5/1/1974,退休,,,,,,,,,,,,,,,,
353,王爱民,男,汉族,1/1/1958,河北省,邢台市,南和县,博士,3/1/1991,立案查处,,贪污腐败,,否,9/4/2014,河北省纪委,,,,,,,,,,
354,张洪义,男,汉族,12/1/1948,河北省,邢台市,任县,硕士,,退休,,,,,,,,,,,,,,,,
355,刘大群,男,汉族,8/1/1958,河北省,石家庄市,灵寿县,博士后,11/1/1984,在职,,,,,,,,,,,,,,,,
356,刘德忠,男,汉族,11/1/1944,河北省,保定市,雄县,专科,6/1/1972,退休,,,,,,,,,,,,,,,,
357,李俊渠,男,汉族,2/1/1954,河北省,衡水市,饶阳县,硕士,8/1/1976,在职,,,,,,,,,,,,,,,,
358,景春华,男,汉族,2/1/1958,山东省,东营市,广饶县,博士,8/1/1976,立案查处,,违纪,,,3/3/2015,中纪委,,,,,,,,,,
359,陈贵,男,汉族,10/1/1956,河北省,张家口市,涿鹿县,硕士,3/1/1984,降/辞/撤职,,违纪,,否,5/1/2010,中纪委,,,,,,,,,,
360,刘可为,男,汉族,4/1/1964,湖南省,长沙市,,硕士,12/1/1987,在职,,,,,,,,,,,,,,,,
361,冀纯堂,男,汉族,1/1/1953,河北省,邯郸市,成安县,博士,10/1/1983,降/辞/撤职,否,责任事故,,是,9/17/2008,,,,,,,,,,,
362,高宏志,男,汉族,10/1/1967,河北省,石家庄市,正定县,硕士,12/1/1990,在职,,,,,,,,,,,,,,,,
363,杨慧,男,汉族,7/1/1965,河北省,张家口市,康保县,硕士,1/1/1985,在职,,,,,,,,,,,,,,,,
364,张庆华,男,汉族,9/1/1949,山东省,泰安市,肥城县,本科,,退休,,,,,,,,,,,,,,,,
365,郭华,男,汉族,6/1/1954,河北省,衡水市,武邑县,本科,9/1/1974,在职,,,,,,,,,,,,,,,,
366,孙瑞彬,男,汉族,9/1/1959,河北省,秦皇岛市,昌黎县,硕士,5/1/1985,在职,,,,,,,,,,,,,,,,
367,刘学库,男,汉族,3/1/1953,河北省,廊坊市,大厂县,硕士,1/1/1975,立案查处,,贪污腐败,,否,1/1/2014,河北省纪委,是,受贿罪、巨额财产来源不明罪、内幕交易罪,1114万余元,4/25/2015,河北省,邯郸市,18年有期徒刑,否,,
368,李瑞环,男,汉族,9/1/1934,天津市,宝坻区,,专科,9/1/1959,退休,,,,,,,,,,,,,,,,
369,乔石,男,汉族,12/1/1924,浙江省,舟山市,,本科,8/1/1940,退休,,,,,,,,,,,,,,,,
370,李鹏,男,汉族,10/1/1928,四川省,成都市,,本科,11/1/1945,退休,,,,,,,,,,,,,,,,
371,江泽民,男,汉族,8/17/1926,江苏省,扬州市,,本科,4/1/1946,退休,,,,,,,,,,,,,,,,
372,朱镕基,男,汉族,10/1/1928,湖南省,长沙市,,本科,10/1/1949,退休,,,,,,,,,,,,,,,,
373,胡锦涛,男,汉族,12/1/1942,安徽省,宣城市,,本科,4/1/1964,退休,,,,,,,,,,,,,,,,
374,丁关根,男,汉族,9/1/1929,江苏省,无锡市,,本科,7/1/1956,退休,,,,,,,,,,,,,,,,
375,田纪云,男,汉族,6/1/1929,山东省,泰安市,,高中,5/1/1945,退休,,,,,,,,,,,,,,,,
376,李岚清,男,汉族,5/1/1932,江苏省,镇江市,,本科,9/1/1952,退休,,,,,,,,,,,,,,,,
377,李铁映,男,汉族,9/1/1936,湖南省,长沙市,,本科,4/1/1955,退休,,,,,,,,,,,,,,,,
378,吴邦国,男,汉族,7/1/1941,安徽省,合肥市,,本科,4/1/1964,退休,,,,,,,,,,,,,,,,
379,邹家华,男,汉族,10/1/1926,上海市,,,本科,6/1/1945,退休,,,,,,,,,,,,,,,,
380,陈希同,男,汉族,6/1/1930,四川省,资阳市,,本科,12/1/1949,立案查处,是,贪污腐败,,否,9/1/1995,中纪委,是,贪污、玩忽职守,55.5万,7/31/1998,北京市,,16年有期徒刑,否,,
381,姜春云,男,汉族,4/1/1930,山东省,青岛市,,专科,2/1/1947,退休,,,,,,,,,,,,,,,,
382,尉健行,男,汉族,1/1/1931,浙江省,绍兴市,,本科,3/1/1949,退休,,,,,,,,,,,,,,,,
383,谢非,男,汉族,11/4/1932,广东省,汕尾市,,高中,7/1/1949,死亡,,,,,,,,,,,,,,,,
384,谭绍文,男,汉族,7/4/1928,四川省,成都市,新津县,本科,5/1/1955,死亡,,,,,,,,,,,,,,,,
385,黄菊,男,汉族,9/1/1938,浙江省,嘉兴市,,本科,3/1/1966,死亡,,,,,,,,,,,,,,,,
386,温家宝,男,汉族,9/1/1942,天津市,,,硕士,4/1/1965,退休,,,,,,,,,,,,,,,,
387,王汉斌,男,汉族,8/1/1925,福建省,泉州市,,本科,2/1/1941,退休,,,,,,,,,,,,,,,,
388,李长春,男,汉族,2/1/1944,辽宁省,大连市,,本科,9/1/1965,退休,,,,,,,,,,,,,,,,
389,罗干,男,汉族,7/1/1935,山东省,济南市,,本科,6/1/1960,退休,,,,,,,,,,,,,,,,
390,贾庆林,男,汉族,3/1/1940,河北省,沧州市,,本科,12/1/1959,退休,,,,,,,,,,,,,,,,
391,曾庆红,男,汉族,7/1/1939,江西省,吉安市,,本科,4/1/1960,退休,,,,,,,,,,,,,,,,
392,吴仪,女,汉族,11/1/1938,湖北省,武汉市,,本科,4/1/1962,退休,,,,,,,,,,,,,,,,
393,王乐泉,男,汉族,12/1/1944,山东省,潍坊市,,硕士,3/1/1966,退休,,,,,,,,,,,,,,,,
394,王兆国,男,汉族,7/1/1941,河北省,唐山市,,本科,12/1/1965,退休,,,,,,,,,,,,,,,,
395,回良玉,男,回族,10/1/1944,吉林省,长春市,,专科,4/1/1966,退休,,,,,,,,,,,,,,,,
396,刘云山,男,汉族,7/1/1947,山西省,忻州市,,本科,4/1/1971,在职,,,,,,,,,,,,,,,,
397,刘淇,男,汉族,11/1/1942,江苏省,常州市,,硕士,9/1/1975,退休,,,,,,,,,,,,,,,,
398,张立昌,男,汉族,7/1/1939,河北省,沧州市,,专科,2/1/1966,死亡,,,,,,,,,,,,,,,,
399,张德江,男,汉族,11/1/1946,辽宁省,鞍山市,,本科,1/1/1971,在职,,,,,,,,,,,,,,,,
400,陈良宇,男,汉族,10/1/1946,浙江省,宁波市,,本科,4/1/1980,立案查处,是,贪污腐败,,否,9/24/2006,中纪委,是,受贿罪、滥用职权罪,受贿人民币239万元,4/11/2008,天津市,,18年有期徒刑,否,,
401,周永康,男,汉族,12/1/1942,江苏省,无锡市,,本科,11/1/1964,立案查处,是,贪污腐败,,否,7/29/2014,中纪委,是,受贿、滥用职权、故意泄露国家秘密,,6/11/2015,天津市,,无期徒刑,否,,
402,俞正声,男,汉族,4/1/1945,浙江省,绍兴市,,本科,11/1/1964,在职,,,,,,,,,,,,,,,,
403,贺国强,男,汉族,10/1/1943,湖南省,湘潭市,,本科,1/1/1966,退休,,,,,,,,,,,,,,,,
404,曾培炎,男,汉族,12/1/1938,浙江省,绍兴市,,本科,9/1/1978,退休,,,,,,,,,,,,,,,,
405,王刚(吉林省),男,汉族,10/1/1942,吉林省,松原市,,本科,6/1/1971,退休,,,,,,,,,,,,,,,,
406,习近平,男,汉族,6/1/1953,陕西省,渭南市,,博士,1/1/1974,在职,,,,,,,,,,,,,,,,
407,李克强,男,汉族,7/1/1955,安徽省,滁州市,,博士,5/1/1976,在职,,,,,,,,,,,,,,,,
408,汪洋,男,汉族,3/1/1955,安徽省,宿州市,,硕士,8/1/1975,在职,,,,,,,,,,,,,,,,
409,李源潮,男,汉族,11/1/1950,江苏省,淮安市,,博士,3/1/1978,在职,,,,,,,,,,,,,,,,
410,王岐山,男,汉族,7/1/1948,山西省,大同市,,本科,2/1/1983,在职,,,,,,,,,,,,,,,,
411,薄熙来,男,汉族,7/1/1949,山西省,忻州市,,硕士,10/1/1980,立案查处,是,贪污腐败,,否,4/10/2012,中纪委,是,受贿罪、贪污罪、滥用职权罪,受贿人民币2179万元、贪污人民币500万元,9/22/2013,山东省,济南市,无期徒刑,是,10/25/2013,维持原判
412,马凯,男,汉族,6/1/1946,上海市,,,硕士,8/1/1965,在职,,,,,,,,,,,,,,,,
413,王沪宁,男,汉族,10/1/1955,山东省,烟台市,,硕士,4/1/1984,在职,,,,,,,,,,,,,,,,
